# step,train_normalized_mse,val_normalized_mse
8.400000000000000000e+02,1.857425964146841579e-06,nan
8.500000000000000000e+02,1.841250693246365699e-06,nan
8.600000000000000000e+02,1.825877490091443178e-06,nan
8.700000000000000000e+02,1.805524405540381849e-06,nan
8.800000000000000000e+02,1.789077742841982399e-06,nan
8.900000000000000000e+02,1.772879606676269759e-06,nan
9.000000000000000000e+02,1.754699034961504367e-06,nan
9.100000000000000000e+02,1.739732461203402636e-06,nan
9.200000000000000000e+02,1.726501984933292988e-06,nan
9.300000000000000000e+02,1.710057659920494189e-06,nan
9.400000000000000000e+02,1.676727421795476403e-06,nan
9.500000000000000000e+02,1.653942057089352602e-06,nan
9.600000000000000000e+02,1.631823408843047218e-06,nan
9.700000000000000000e+02,1.619328209301329480e-06,nan
9.800000000000000000e+02,1.604252815923246089e-06,nan
9.900000000000000000e+02,1.591376125986698753e-06,nan
1.000000000000000000e+03,1.577411993025634729e-06,nan
1.010000000000000000e+03,1.563359461442814791e-06,nan
1.020000000000000000e+03,1.547566917281528731e-06,nan
1.030000000000000000e+03,1.548023703890066827e-06,nan
1.040000000000000000e+03,1.504275758179574041e-06,nan
1.050000000000000000e+03,1.487933666055596404e-06,nan
1.060000000000000000e+03,1.465711278569870046e-06,nan
1.070000000000000000e+03,1.454847947002235742e-06,nan
1.080000000000000000e+03,1.421400490642099612e-06,nan
1.090000000000000000e+03,1.400356246961109719e-06,nan
1.100000000000000000e+03,1.371511793024637882e-06,nan
1.110000000000000000e+03,1.344025044147656445e-06,nan
1.120000000000000000e+03,1.313422686166632047e-06,nan
1.130000000000000000e+03,1.297672852729192527e-06,nan
1.140000000000000000e+03,1.271974028327349515e-06,nan
1.150000000000000000e+03,1.255199642002935434e-06,nan
1.160000000000000000e+03,1.234776441094709298e-06,nan
1.170000000000000000e+03,1.198704147498119710e-06,nan
1.180000000000000000e+03,1.179336720724677434e-06,nan
1.190000000000000000e+03,1.169514526111470332e-06,nan
1.200000000000000000e+03,1.156946559888183401e-06,nan
1.210000000000000000e+03,1.141720169073323632e-06,nan
1.220000000000000000e+03,1.126267648032808211e-06,nan
1.230000000000000000e+03,1.114202021312848956e-06,nan
1.240000000000000000e+03,1.100251694197140750e-06,nan
1.250000000000000000e+03,1.085591200933322398e-06,nan
1.260000000000000000e+03,1.071874073943490657e-06,nan
1.270000000000000000e+03,1.059453630603002239e-06,nan
1.280000000000000000e+03,1.051074740132662555e-06,nan
1.290000000000000000e+03,1.038928111540826649e-06,nan
1.300000000000000000e+03,1.028915256995333039e-06,nan
1.301000000000000000e+03,nan,9.597980920261762486e-07
