# total,u2_scaled,g_scaled,u2_mse,u2_mae,total_mae,u2_initial,u2_boundary,total_initial_mse,total_boundary_mse
2.272235304117202759e-01,1.391538679599761963e-01,6.985140442848205566e-01,9.370953193865716457e-06,2.623897278681397438e-03,2.687843516469001770e-03,0.000000000000000000e+00,1.821826398372650146e-01,1.703817702036758419e-06,1.228661039931466803e-05
2.410712093114852905e-01,1.585122197866439819e-01,6.612272858619689941e-01,1.067459197656717151e-05,2.750868443399667740e-03,2.814541338011622429e-03,0.000000000000000000e+00,1.643625795841217041e-01,1.703817702036758419e-06,1.108593278331682086e-05
2.481059730052947998e-01,1.708468645811080933e-01,6.457071304321289062e-01,1.150523530668579042e-05,2.778361085802316666e-03,2.841704059392213821e-03,0.000000000000000000e+00,1.268840283155441284e-01,1.703817702036758419e-06,8.560587957617826760e-06
2.435759007930755615e-01,1.708971709012985229e-01,6.391972899436950684e-01,1.150862317444989458e-05,2.658555982634425163e-03,2.721683587878942490e-03,0.000000000000000000e+00,8.758993446826934814e-02,1.703817702036758419e-06,5.912414962949696928e-06
2.301791310310363770e-01,1.602435857057571411e-01,6.381389498710632324e-01,1.079118646885035560e-05,2.492118394002318382e-03,2.555114449933171272e-03,0.000000000000000000e+00,6.121645122766494751e-02,1.703817702036758419e-06,4.133993115829071030e-06
2.132380753755569458e-01,1.432475000619888306e-01,6.432581543922424316e-01,9.646628313930705190e-06,2.383616520091891289e-03,2.446281258016824722e-03,0.000000000000000000e+00,5.664747953414916992e-02,1.703817702036758419e-06,3.823831320914905518e-06
1.974028795957565308e-01,1.245525926351547241e-01,6.559652090072631836e-01,8.387669367948547006e-06,2.270078286528587341e-03,2.332442905753850937e-03,0.000000000000000000e+00,7.253767549991607666e-02,1.703817702036758419e-06,4.891665412287693471e-06
1.847303658723831177e-01,1.076026111841201782e-01,6.761891245841979980e-01,7.246217137435451150e-06,2.137663075700402260e-03,2.199748763814568520e-03,0.000000000000000000e+00,9.508826583623886108e-02,1.703817702036758419e-06,6.408643912436673418e-06
1.755097061395645142e-01,9.470330923795700073e-02,7.021429538726806641e-01,6.377547379088355228e-06,2.041574567556381226e-03,2.103438135236501694e-03,0.000000000000000000e+00,1.059209704399108887e-01,1.703817702036758419e-06,7.137437933124601841e-06
1.703208833932876587e-01,8.752409368753433228e-02,7.308993339538574219e-01,5.894081368751358241e-06,1.983040710911154747e-03,2.044856315478682518e-03,0.000000000000000000e+00,9.706848114728927612e-02,1.703817702036758419e-06,6.541567472595488653e-06
1.691365242004394531e-01,8.589985966682434082e-02,7.567971348762512207e-01,5.784701897937338799e-06,1.941503374837338924e-03,2.003522589802742004e-03,0.000000000000000000e+00,7.556945085525512695e-02,1.703817702036758419e-06,5.094860171084292233e-06
1.690710932016372681e-01,8.646469563245773315e-02,7.708129286766052246e-01,5.822738785354886204e-06,1.892953529022634029e-03,1.955339452251791954e-03,0.000000000000000000e+00,5.525092035531997681e-02,1.703817702036758419e-06,3.728153615156770684e-06
1.662402153015136719e-01,8.499871939420700073e-02,7.663658857345581055e-01,5.724016773456241935e-06,1.826674095354974270e-03,1.889506354928016663e-03,0.000000000000000000e+00,4.604904353618621826e-02,1.703817702036758419e-06,3.110236775683006272e-06
1.597266197204589844e-01,8.033919334411621094e-02,7.443607449531555176e-01,5.410232915892265737e-06,1.753784948959946632e-03,1.817045500501990318e-03,0.000000000000000000e+00,4.951365292072296143e-02,1.703817702036758419e-06,3.345206550875445828e-06
1.521202474832534790e-01,7.477896660566329956e-02,7.122784852981567383e-01,5.035793492425000295e-06,1.699197106063365936e-03,1.762787695042788982e-03,0.000000000000000000e+00,6.113423407077789307e-02,1.703817702036758419e-06,4.129140506847761571e-06
1.466679275035858154e-01,7.129675149917602539e-02,6.789407134056091309e-01,4.801293471246026456e-06,1.682486268691718578e-03,1.746278256177902222e-03,0.000000000000000000e+00,7.477101683616638184e-02,1.703817702036758419e-06,5.048494131187908351e-06
1.447860449552536011e-01,7.118637114763259888e-02,6.503447294235229492e-01,4.793860171048436314e-06,1.700895023532211781e-03,1.764802029356360435e-03,0.000000000000000000e+00,8.565208315849304199e-02,1.703817702036758419e-06,5.781899744761176407e-06
1.457016617059707642e-01,7.371905446052551270e-02,6.286038160324096680e-01,4.964417257724562660e-06,1.736868638545274734e-03,1.800787984393537045e-03,0.000000000000000000e+00,9.122218191623687744e-02,1.703817702036758419e-06,6.157301868370268494e-06
1.475350260734558105e-01,7.710388302803039551e-02,6.134763360023498535e-01,5.192360276851104572e-06,1.770600676536560059e-03,1.834540511481463909e-03,0.000000000000000000e+00,9.083506464958190918e-02,1.703817702036758419e-06,6.131212103355210274e-06
1.484556347131729126e-01,7.958225905895233154e-02,6.035157442092895508e-01,5.359259375836700201e-06,1.785660278983414173e-03,1.849613734520971775e-03,0.000000000000000000e+00,8.521794527769088745e-02,1.703817702036758419e-06,5.752637662226334214e-06
1.473734825849533081e-01,8.003151416778564453e-02,5.974664688110351562e-01,5.389513717091176659e-06,1.772002084180712700e-03,1.835943199694156647e-03,0.000000000000000000e+00,7.595312595367431641e-02,1.703817702036758419e-06,5.128172233526129276e-06
1.441989988088607788e-01,7.823527604341506958e-02,5.944898128509521484e-01,5.268550467008026317e-06,1.728494185954332352e-03,1.792432391084730625e-03,0.000000000000000000e+00,6.514742970466613770e-02,1.703817702036758419e-06,4.399732915771892294e-06
1.395936459302902222e-01,7.465551048517227173e-02,5.943496227264404297e-01,5.027480710850795731e-06,1.669736346229910851e-03,1.733661396428942680e-03,0.000000000000000000e+00,5.503172427415847778e-02,1.703817702036758419e-06,3.717598701769020408e-06
1.347357779741287231e-01,7.026652991771697998e-02,5.970913171768188477e-01,4.731915851152734831e-06,1.614733715541660786e-03,1.678591361269354820e-03,0.000000000000000000e+00,4.760115593671798706e-02,1.703817702036758419e-06,3.216182449250482023e-06
1.308711320161819458e-01,6.619010120630264282e-02,6.026605963706970215e-01,4.457399882085155696e-06,1.574013382196426392e-03,1.637759269215166569e-03,0.000000000000000000e+00,4.414971917867660522e-02,1.703817702036758419e-06,2.982691057695774361e-06
1.288609951734542847e-01,6.331506371498107910e-02,6.105622649192810059e-01,4.263787559466436505e-06,1.552459551021456718e-03,1.616080640815198421e-03,0.000000000000000000e+00,4.489710927009582520e-02,1.703817702036758419e-06,3.031998858205042779e-06
1.288293302059173584e-01,6.199522316455841064e-02,6.195582151412963867e-01,4.174906280240975320e-06,1.548368018120527267e-03,1.611857675015926361e-03,0.000000000000000000e+00,4.878279566764831543e-02,1.703817702036758419e-06,3.292772362328832969e-06
1.300869584083557129e-01,6.193606927990913391e-02,6.277685165405273438e-01,4.170922693447209895e-06,1.553880865685641766e-03,1.617271453142166138e-03,0.000000000000000000e+00,5.374034866690635681e-02,1.703817702036758419e-06,3.625934596129809506e-06
1.314132809638977051e-01,6.237214431166648865e-02,6.329335570335388184e-01,4.200289367872755975e-06,1.560356700792908669e-03,1.623676856979727745e-03,0.000000000000000000e+00,5.747783184051513672e-02,1.703817702036758419e-06,3.877199560520239174e-06
1.317310333251953125e-01,6.252858787775039673e-02,6.335883736610412598e-01,4.210824954498093575e-06,1.561758457683026791e-03,1.625054632313549519e-03,0.000000000000000000e+00,5.843616276979446411e-02,1.703817702036758419e-06,3.941601789847481996e-06
1.305913776159286499e-01,6.202974542975425720e-02,6.292371153831481934e-01,4.177231403446057811e-06,1.555929309688508511e-03,1.619208836928009987e-03,0.000000000000000000e+00,5.637913197278976440e-02,1.703817702036758419e-06,3.803218078246572986e-06
1.283519268035888672e-01,6.105170398950576782e-02,6.207545399665832520e-01,4.111367616133065894e-06,1.544093945994973183e-03,1.607370679266750813e-03,0.000000000000000000e+00,5.224756896495819092e-02,1.703817702036758419e-06,3.525360625644680113e-06
