# total,frequency_equation,frequency_initial,physical_equation,physical_initial
8.932805061340332031e+00,1.323140859603881836e-01,7.609663903713226318e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.417969703674316406e+00,1.575130373239517212e-01,6.842839717864990234e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.191654205322265625e+00,1.445767581462860107e-01,6.745886802673339844e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.888447284698486328e+00,1.546052545309066772e-01,6.342394649982452393e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.394039154052734375e+00,1.686847805976867676e-01,5.707191303372383118e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.656951427459716797e+00,1.457557827234268188e-01,5.199393630027770996e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.359845161437988281e+00,1.523628830909729004e-01,4.836216568946838379e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.261553764343261719e+00,1.556721776723861694e-01,4.704832285642623901e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.949908733367919922e+00,1.692230105400085449e-01,4.257678613066673279e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.523568153381347656e+00,1.699389517307281494e-01,3.824178874492645264e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.783740997314453125e+00,1.937834322452545166e-01,3.845907002687454224e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.221067428588867188e+00,1.890237629413604736e-01,3.330829739570617676e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.845850944519042969e+00,1.836804449558258057e-01,3.009046241641044617e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.591529846191406250e+00,1.830790042877197266e-01,2.760739997029304504e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.683502674102783203e+00,1.885052174329757690e-01,2.798450365662574768e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.248388290405273438e+00,1.972203552722930908e-01,2.276185154914855957e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.005131721496582031e+00,1.815876662731170654e-01,2.189254947006702423e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.126183986663818359e+00,2.022017985582351685e-01,2.104166150093078613e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.961346626281738281e+00,1.931238472461700439e-01,2.030108124017715454e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.760147333145141602e+00,1.731199026107788086e-01,2.028948254883289337e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.386484384536743164e+00,1.562208682298660278e-01,1.824275776743888855e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.270344734191894531e+00,1.371963322162628174e-01,1.898381300270557404e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.237007856369018555e+00,1.562664657831192017e-01,1.674343273043632507e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.082079887390136719e+00,1.456812769174575806e-01,1.625267229974269867e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.929263114929199219e+00,1.376974582672119141e-01,1.552288606762886047e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.645666360855102539e+00,1.235211566090583801e-01,1.410454697906970978e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.692782878875732422e+00,1.297819763422012329e-01,1.394963264465332031e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.611864566802978516e+00,1.212024539709091187e-01,1.399839948862791061e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.328682422637939453e+00,1.048429384827613831e-01,1.280253008008003235e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.310730934143066406e+00,1.107419952750205994e-01,1.203311048448085785e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.205419301986694336e+00,9.985792636871337891e-02,1.206840015947818756e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.351201534271240234e+00,1.149493455886840820e-01,1.201708242297172546e-02,0.000000000000000000e+00,0.000000000000000000e+00
