step,phase_0_adam_1_lbfgs,weighted_pde_residual
2.000000000000000000e+02,0.000000000000000000e+00,1.101771275089925145e-01
2.010000000000000000e+02,0.000000000000000000e+00,1.082606482124427727e-01
2.020000000000000000e+02,0.000000000000000000e+00,1.063765491385295914e-01
2.030000000000000000e+02,0.000000000000000000e+00,1.045283173339410510e-01
2.040000000000000000e+02,0.000000000000000000e+00,1.027504052060567025e-01
2.050000000000000000e+02,0.000000000000000000e+00,1.011550961147344441e-01
2.060000000000000000e+02,0.000000000000000000e+00,1.000692648594607437e-01
2.070000000000000000e+02,0.000000000000000000e+00,9.998521778343727462e-02
2.080000000000000000e+02,0.000000000000000000e+00,9.880019901862249765e-02
2.090000000000000000e+02,0.000000000000000000e+00,9.487252863360748356e-02
2.100000000000000000e+02,0.000000000000000000e+00,9.268271931564264765e-02
2.110000000000000000e+02,0.000000000000000000e+00,9.298614293633805650e-02
2.120000000000000000e+02,0.000000000000000000e+00,9.077475970038734188e-02
2.130000000000000000e+02,0.000000000000000000e+00,8.828959633772477666e-02
2.140000000000000000e+02,0.000000000000000000e+00,8.837231269905979070e-02
2.150000000000000000e+02,0.000000000000000000e+00,8.694576707167332719e-02
2.160000000000000000e+02,0.000000000000000000e+00,8.484340500387813067e-02
2.170000000000000000e+02,0.000000000000000000e+00,8.471949162000733113e-02
2.180000000000000000e+02,0.000000000000000000e+00,8.355558798017947986e-02
2.190000000000000000e+02,0.000000000000000000e+00,8.173860800257644332e-02
2.200000000000000000e+02,0.000000000000000000e+00,8.136736336326848285e-02
2.210000000000000000e+02,0.000000000000000000e+00,8.021820536227813880e-02
2.220000000000000000e+02,0.000000000000000000e+00,7.855516860933747791e-02
2.230000000000000000e+02,0.000000000000000000e+00,7.796114055339231630e-02
2.240000000000000000e+02,0.000000000000000000e+00,7.679314288855981774e-02
2.250000000000000000e+02,0.000000000000000000e+00,7.526990197352737000e-02
2.260000000000000000e+02,0.000000000000000000e+00,7.454830229459455393e-02
2.270000000000000000e+02,0.000000000000000000e+00,7.340841274363039959e-02
2.280000000000000000e+02,0.000000000000000000e+00,7.202392887228624418e-02
2.290000000000000000e+02,0.000000000000000000e+00,7.123037854108715816e-02
2.300000000000000000e+02,0.000000000000000000e+00,7.013145670773721085e-02
2.310000000000000000e+02,0.000000000000000000e+00,6.884122889406384116e-02
2.320000000000000000e+02,0.000000000000000000e+00,6.798007581961285073e-02
2.330000000000000000e+02,0.000000000000000000e+00,6.691330643081183638e-02
2.340000000000000000e+02,0.000000000000000000e+00,6.567736012908034771e-02
2.350000000000000000e+02,0.000000000000000000e+00,6.475515792374811341e-02
2.360000000000000000e+02,0.000000000000000000e+00,6.372794032189067759e-02
2.370000000000000000e+02,0.000000000000000000e+00,6.254099197228377149e-02
2.380000000000000000e+02,0.000000000000000000e+00,6.157686496356051808e-02
2.390000000000000000e+02,0.000000000000000000e+00,6.059872451966176465e-02
2.400000000000000000e+02,0.000000000000000000e+00,5.947027445851040678e-02
2.410000000000000000e+02,0.000000000000000000e+00,5.847554072898415722e-02
2.420000000000000000e+02,0.000000000000000000e+00,5.753557657116378787e-02
2.430000000000000000e+02,0.000000000000000000e+00,5.647278307687612908e-02
2.440000000000000000e+02,0.000000000000000000e+00,5.546049339961633962e-02
2.450000000000000000e+02,0.000000000000000000e+00,5.454126291644730701e-02
2.460000000000000000e+02,0.000000000000000000e+00,5.355382707846464974e-02
2.470000000000000000e+02,0.000000000000000000e+00,5.255678812854987225e-02
2.480000000000000000e+02,0.000000000000000000e+00,5.165395091138705319e-02
2.490000000000000000e+02,0.000000000000000000e+00,5.074697954751095780e-02
2.500000000000000000e+02,0.000000000000000000e+00,4.980441323430030015e-02
2.510000000000000000e+02,0.000000000000000000e+00,6.465499427273289912e-02
2.520000000000000000e+02,0.000000000000000000e+00,6.367144055190823715e-02
2.530000000000000000e+02,0.000000000000000000e+00,6.275352285955601572e-02
2.540000000000000000e+02,0.000000000000000000e+00,6.186242977944624022e-02
2.550000000000000000e+02,0.000000000000000000e+00,6.091859015670336719e-02
2.560000000000000000e+02,0.000000000000000000e+00,5.998179950634362906e-02
2.570000000000000000e+02,0.000000000000000000e+00,5.909324117050332448e-02
2.580000000000000000e+02,0.000000000000000000e+00,5.820919617225298048e-02
2.590000000000000000e+02,0.000000000000000000e+00,5.732432777921078748e-02
2.600000000000000000e+02,0.000000000000000000e+00,5.646132322026735373e-02
2.610000000000000000e+02,0.000000000000000000e+00,5.562020734481629147e-02
2.620000000000000000e+02,0.000000000000000000e+00,5.479501201977490799e-02
2.630000000000000000e+02,0.000000000000000000e+00,5.397595976336943407e-02
2.640000000000000000e+02,0.000000000000000000e+00,5.316586317672210293e-02
2.650000000000000000e+02,0.000000000000000000e+00,5.238110449482373532e-02
2.660000000000000000e+02,0.000000000000000000e+00,5.160769780984580252e-02
2.670000000000000000e+02,0.000000000000000000e+00,5.083487400327721395e-02
2.680000000000000000e+02,0.000000000000000000e+00,5.008461120477526729e-02
2.690000000000000000e+02,0.000000000000000000e+00,4.935193825943236245e-02
2.700000000000000000e+02,0.000000000000000000e+00,4.861884239400003638e-02
2.710000000000000000e+02,0.000000000000000000e+00,4.790183770211112885e-02
2.720000000000000000e+02,0.000000000000000000e+00,4.720676521768057965e-02
2.730000000000000000e+02,0.000000000000000000e+00,4.651682004115477442e-02
2.740000000000000000e+02,0.000000000000000000e+00,4.583588626109431907e-02
2.750000000000000000e+02,0.000000000000000000e+00,4.517296063967025238e-02
2.760000000000000000e+02,0.000000000000000000e+00,4.452162216220237334e-02
2.770000000000000000e+02,0.000000000000000000e+00,4.387966843120255644e-02
2.780000000000000000e+02,0.000000000000000000e+00,4.324906530725430159e-02
2.790000000000000000e+02,0.000000000000000000e+00,4.263057308692919795e-02
2.800000000000000000e+02,0.000000000000000000e+00,4.202459985650132401e-02
2.810000000000000000e+02,0.000000000000000000e+00,4.142749385331441492e-02
2.820000000000000000e+02,0.000000000000000000e+00,4.084174981490085177e-02
2.830000000000000000e+02,0.000000000000000000e+00,4.027037568909831722e-02
2.840000000000000000e+02,0.000000000000000000e+00,3.970720943911554279e-02
2.850000000000000000e+02,0.000000000000000000e+00,3.915218499558625193e-02
2.860000000000000000e+02,0.000000000000000000e+00,3.860963026140136478e-02
2.870000000000000000e+02,0.000000000000000000e+00,3.807641018709721770e-02
2.880000000000000000e+02,0.000000000000000000e+00,3.755052568162906002e-02
2.890000000000000000e+02,0.000000000000000000e+00,3.703436743291464717e-02
2.900000000000000000e+02,0.000000000000000000e+00,3.652729160138525055e-02
2.910000000000000000e+02,0.000000000000000000e+00,3.602803033171447789e-02
2.920000000000000000e+02,0.000000000000000000e+00,3.553633843477342624e-02
2.930000000000000000e+02,0.000000000000000000e+00,3.505256891819423515e-02
2.940000000000000000e+02,0.000000000000000000e+00,3.457756674446085116e-02
2.950000000000000000e+02,0.000000000000000000e+00,3.410963482901578636e-02
2.960000000000000000e+02,0.000000000000000000e+00,3.364869260589141431e-02
2.970000000000000000e+02,0.000000000000000000e+00,3.319622999497420096e-02
2.980000000000000000e+02,0.000000000000000000e+00,3.275118164404818011e-02
2.990000000000000000e+02,0.000000000000000000e+00,3.231284477028710522e-02
3.000000000000000000e+02,0.000000000000000000e+00,3.188219665557569249e-02
3.010000000000000000e+02,0.000000000000000000e+00,3.145886201336039328e-02
3.020000000000000000e+02,0.000000000000000000e+00,3.104248825418063837e-02
3.030000000000000000e+02,0.000000000000000000e+00,3.063303708368434602e-02
3.040000000000000000e+02,0.000000000000000000e+00,3.023062187315684116e-02
3.050000000000000000e+02,0.000000000000000000e+00,2.983531109525168479e-02
3.060000000000000000e+02,0.000000000000000000e+00,2.944654683863169586e-02
3.070000000000000000e+02,0.000000000000000000e+00,2.906437309033249594e-02
3.080000000000000000e+02,0.000000000000000000e+00,2.868922739951508538e-02
3.090000000000000000e+02,0.000000000000000000e+00,2.832061316255611583e-02
3.100000000000000000e+02,0.000000000000000000e+00,2.795867106665901256e-02
3.110000000000000000e+02,0.000000000000000000e+00,2.760363936606826177e-02
3.120000000000000000e+02,0.000000000000000000e+00,2.725590065436102674e-02
3.130000000000000000e+02,0.000000000000000000e+00,2.691617331497466598e-02
3.140000000000000000e+02,0.000000000000000000e+00,2.658705841763232131e-02
3.150000000000000000e+02,0.000000000000000000e+00,2.627343501522882291e-02
3.160000000000000000e+02,0.000000000000000000e+00,2.598912444468229332e-02
3.170000000000000000e+02,0.000000000000000000e+00,2.576135831359750022e-02
3.180000000000000000e+02,0.000000000000000000e+00,2.566365470242540706e-02
3.190000000000000000e+02,0.000000000000000000e+00,2.580848783925408438e-02
3.200000000000000000e+02,0.000000000000000000e+00,2.641871216709699294e-02
3.210000000000000000e+02,0.000000000000000000e+00,2.724506464980365472e-02
3.220000000000000000e+02,0.000000000000000000e+00,2.762659620112052627e-02
3.230000000000000000e+02,0.000000000000000000e+00,2.588020589615907391e-02
3.240000000000000000e+02,0.000000000000000000e+00,2.382767469934271576e-02
3.250000000000000000e+02,0.000000000000000000e+00,2.369457425003079071e-02
3.260000000000000000e+02,0.000000000000000000e+00,2.471018577052888285e-02
3.270000000000000000e+02,0.000000000000000000e+00,2.446399045703231620e-02
3.280000000000000000e+02,0.000000000000000000e+00,2.289892414622952260e-02
3.290000000000000000e+02,0.000000000000000000e+00,2.258215003934251758e-02
3.300000000000000000e+02,0.000000000000000000e+00,2.327943991053336298e-02
3.310000000000000000e+02,0.000000000000000000e+00,2.283581507649378936e-02
3.320000000000000000e+02,0.000000000000000000e+00,2.179278727175862351e-02
3.330000000000000000e+02,0.000000000000000000e+00,2.176335929424366017e-02
3.340000000000000000e+02,0.000000000000000000e+00,2.208039215759947244e-02
3.350000000000000000e+02,0.000000000000000000e+00,2.154225507504236789e-02
3.360000000000000000e+02,0.000000000000000000e+00,2.089089082095291205e-02
3.370000000000000000e+02,0.000000000000000000e+00,2.101638931385035880e-02
3.380000000000000000e+02,0.000000000000000000e+00,2.105581697856790183e-02
3.390000000000000000e+02,0.000000000000000000e+00,2.047357330927059710e-02
3.400000000000000000e+02,0.000000000000000000e+00,2.015204931063680968e-02
3.410000000000000000e+02,0.000000000000000000e+00,2.026934605107269527e-02
3.420000000000000000e+02,0.000000000000000000e+00,2.007323419626514879e-02
3.430000000000000000e+02,0.000000000000000000e+00,1.962144987102738131e-02
3.440000000000000000e+02,0.000000000000000000e+00,1.948607371335635968e-02
3.450000000000000000e+02,0.000000000000000000e+00,1.950005314136842027e-02
3.460000000000000000e+02,0.000000000000000000e+00,1.923878231328170901e-02
3.470000000000000000e+02,0.000000000000000000e+00,1.891682585597852240e-02
3.480000000000000000e+02,0.000000000000000000e+00,1.884556509594685625e-02
3.490000000000000000e+02,0.000000000000000000e+00,1.878223250314191642e-02
3.500000000000000000e+02,0.000000000000000000e+00,1.851778501790662251e-02
3.510000000000000000e+02,0.000000000000000000e+00,1.829080242582413821e-02
3.520000000000000000e+02,0.000000000000000000e+00,1.822450783587079362e-02
3.530000000000000000e+02,0.000000000000000000e+00,1.811487822561363634e-02
3.540000000000000000e+02,0.000000000000000000e+00,1.788902022433531275e-02
3.550000000000000000e+02,0.000000000000000000e+00,1.771082228184189117e-02
3.560000000000000000e+02,0.000000000000000000e+00,1.763114848100839904e-02
3.570000000000000000e+02,0.000000000000000000e+00,1.751531356046298962e-02
3.580000000000000000e+02,0.000000000000000000e+00,1.732393762185307357e-02
3.590000000000000000e+02,0.000000000000000000e+00,1.716741952213631656e-02
3.600000000000000000e+02,0.000000000000000000e+00,1.707636109568765048e-02
3.610000000000000000e+02,0.000000000000000000e+00,1.696547300159316485e-02
3.620000000000000000e+02,0.000000000000000000e+00,1.680562266787415451e-02
3.630000000000000000e+02,0.000000000000000000e+00,1.665929110046358158e-02
3.640000000000000000e+02,0.000000000000000000e+00,1.655869061650953877e-02
3.650000000000000000e+02,0.000000000000000000e+00,1.645827151848909542e-02
3.660000000000000000e+02,0.000000000000000000e+00,1.632419041803516435e-02
3.670000000000000000e+02,0.000000000000000000e+00,1.618682859327810405e-02
3.680000000000000000e+02,0.000000000000000000e+00,1.607824501807475492e-02
3.690000000000000000e+02,0.000000000000000000e+00,1.598319915649983741e-02
3.700000000000000000e+02,0.000000000000000000e+00,1.587234726538846313e-02
3.710000000000000000e+02,0.000000000000000000e+00,1.574791758026861110e-02
3.720000000000000000e+02,0.000000000000000000e+00,1.563432354475298089e-02
3.730000000000000000e+02,0.000000000000000000e+00,1.553792791945755869e-02
3.740000000000000000e+02,0.000000000000000000e+00,1.544236121041370896e-02
3.750000000000000000e+02,0.000000000000000000e+00,1.533598271965358646e-02
3.760000000000000000e+02,0.000000000000000000e+00,1.522573228018534244e-02
3.770000000000000000e+02,0.000000000000000000e+00,1.512437005629144876e-02
3.780000000000000000e+02,0.000000000000000000e+00,1.503262919934226886e-02
3.790000000000000000e+02,0.000000000000000000e+00,1.494109370970255618e-02
3.800000000000000000e+02,0.000000000000000000e+00,1.484396208330842140e-02
3.810000000000000000e+02,0.000000000000000000e+00,1.474464757803507081e-02
3.820000000000000000e+02,0.000000000000000000e+00,1.465000708180867750e-02
3.830000000000000000e+02,0.000000000000000000e+00,1.456169228005379027e-02
3.840000000000000000e+02,0.000000000000000000e+00,1.447564410379821760e-02
3.850000000000000000e+02,0.000000000000000000e+00,1.438772373700306952e-02
