# step,train_normalized_mse,val_normalized_mse
1.030000000000000000e+03,5.308995980612962740e-07,nan
1.040000000000000000e+03,5.285076305483471515e-07,nan
1.050000000000000000e+03,5.239661540201723255e-07,nan
1.060000000000000000e+03,5.190168508306669537e-07,nan
1.070000000000000000e+03,5.146014281365296483e-07,nan
1.080000000000000000e+03,5.084710785752122320e-07,nan
1.090000000000000000e+03,4.989121897835957498e-07,nan
1.100000000000000000e+03,4.934276027768191852e-07,nan
1.110000000000000000e+03,4.894435008395703335e-07,nan
1.120000000000000000e+03,4.848653585298734470e-07,nan
1.130000000000000000e+03,4.808534246336648721e-07,nan
1.140000000000000000e+03,4.788521579257576377e-07,nan
1.150000000000000000e+03,4.721567901100343079e-07,nan
1.160000000000000000e+03,4.679396656825929313e-07,nan
1.170000000000000000e+03,4.637304851229373526e-07,nan
1.180000000000000000e+03,4.608750625578750260e-07,nan
1.190000000000000000e+03,4.575897811776030721e-07,nan
1.200000000000000000e+03,4.533081945368166998e-07,nan
1.210000000000000000e+03,4.488429645732594508e-07,nan
1.220000000000000000e+03,4.442514534019892380e-07,nan
1.230000000000000000e+03,4.428361624064791613e-07,nan
1.240000000000000000e+03,4.414757110993150491e-07,nan
1.250000000000000000e+03,4.370077988369303057e-07,nan
1.260000000000000000e+03,4.362184213846376224e-07,nan
1.270000000000000000e+03,4.337577426127836588e-07,nan
1.280000000000000000e+03,4.301597034128690211e-07,nan
1.290000000000000000e+03,4.279064746981475764e-07,nan
1.300000000000000000e+03,4.245746119124760298e-07,nan
1.310000000000000000e+03,4.227027670111738189e-07,nan
1.320000000000000000e+03,4.207997381655559366e-07,nan
1.325000000000000000e+03,nan,3.898662612300540680e-07
