# total,u2_scaled,g_scaled,u2_mse,u2_mae,total_mae,u2_initial,u2_boundary,total_initial_mse,total_boundary_mse
2.013648509979248047e+00,1.810603022575378418e+00,1.814816713333129883e+00,1.433292345609515905e-04,8.781721815466880798e-03,8.805412799119949341e-03,0.000000000000000000e+00,2.156366854906082153e-01,1.699253971310099587e-06,1.767784851836040616e-05
1.971203088760375977e+00,1.769810795783996582e+00,1.781941533088684082e+00,1.401000627083703876e-04,8.697979152202606201e-03,8.720978163182735443e-03,0.000000000000000000e+00,2.319816648960113525e-01,1.699253971310099587e-06,1.896843787108082324e-05
1.929112911224365234e+00,1.729256987571716309e+00,1.749378800392150879e+00,1.368898083455860615e-04,8.615385740995407104e-03,8.637715131044387817e-03,0.000000000000000000e+00,2.491803914308547974e-01,1.699253971310099587e-06,2.032671545748598874e-05
1.884394645690917969e+00,1.686231732368469238e+00,1.715104579925537109e+00,1.334838598268106580e-04,8.527287282049655914e-03,8.548945188522338867e-03,0.000000000000000000e+00,2.665246427059173584e-01,1.699253971310099587e-06,2.169671643059700727e-05
1.833737492561340332e+00,1.637738227844238281e+00,1.676896572113037109e+00,1.296450791414827108e-04,8.425910957157611847e-03,8.446980267763137817e-03,0.000000000000000000e+00,2.830954790115356445e-01,1.699253971310099587e-06,2.300583219039253891e-05
1.772976517677307129e+00,1.580027461051940918e+00,1.632031321525573730e+00,1.250766363227739930e-04,8.301374502480030060e-03,8.321768604218959808e-03,0.000000000000000000e+00,2.974593043327331543e-01,1.699253971310099587e-06,2.414076516288332641e-05
1.696837306022644043e+00,1.508387088775634766e+00,1.577192783355712891e+00,1.194054930238053203e-04,8.140161633491516113e-03,8.159829303622245789e-03,0.000000000000000000e+00,3.073101043701171875e-01,1.699253971310099587e-06,2.491927807568572462e-05
1.598538637161254883e+00,1.416812419891357422e+00,1.508375287055969238e+00,1.121563691413030028e-04,7.923232391476631165e-03,7.942122407257556915e-03,0.000000000000000000e+00,3.088864982128143311e-01,1.699253971310099587e-06,2.504416806914377958e-05
1.469467401504516602e+00,1.297709703445434570e+00,1.420972704887390137e+00,1.027280595735646784e-04,7.622720208019018173e-03,7.640726398676633835e-03,0.000000000000000000e+00,2.966044247150421143e-01,1.699253971310099587e-06,2.407430474704597145e-05
1.300289034843444824e+00,1.142800569534301758e+00,1.311099052429199219e+00,9.046529885381460190e-05,7.199461106210947037e-03,7.216340396553277969e-03,0.000000000000000000e+00,2.637856006622314453e-01,1.699253971310099587e-06,2.148255043721292168e-05
1.083159089088439941e+00,9.446399211883544922e-01,1.178207159042358398e+00,7.477869803551584482e-05,6.595788523554801941e-03,6.611322518438100815e-03,0.000000000000000000e+00,2.069842517375946045e-01,1.699253971310099587e-06,1.699874701444059610e-05
8.183351755142211914e-01,7.006510496139526367e-01,1.031647443771362305e+00,5.546427564695477486e-05,5.730811506509780884e-03,5.744824651628732681e-03,0.000000000000000000e+00,1.451941281557083130e-01,1.699253971310099587e-06,1.213090854434994981e-05
5.354875922203063965e-01,4.266033470630645752e-01,9.082947969436645508e-01,3.377036773599684238e-05,4.560388159006834030e-03,4.573567304760217667e-03,0.000000000000000000e+00,1.805477738380432129e-01,1.699253971310099587e-06,1.496922595833893865e-05
3.259988427162170410e-01,1.917604804039001465e-01,9.022760391235351562e-01,1.517996042821323499e-05,3.077615983784198761e-03,3.089812351390719414e-03,0.000000000000000000e+00,4.401074647903442383e-01,1.699253971310099587e-06,3.556026058504357934e-05
3.246155381202697754e-01,1.516043990850448608e-01,1.149018406867980957e+00,1.200116275867912918e-05,2.575889462605118752e-03,2.574935555458068848e-03,0.000000000000000000e+00,5.810927152633666992e-01,1.699253971310099587e-06,4.673532384913414717e-05
4.855103492736816406e-01,3.035793602466583252e-01,1.471237540245056152e+00,2.403165854047983885e-05,3.334007924422621727e-03,3.324580378830432892e-03,0.000000000000000000e+00,3.480722308158874512e-01,1.699253971310099587e-06,2.826187846949324012e-05
4.542429745197296143e-01,2.981112301349639893e-01,1.408975720405578613e+00,2.359879908908624202e-05,3.448212519288063049e-03,3.434373997151851654e-03,0.000000000000000000e+00,1.523417532444000244e-01,1.699253971310099587e-06,1.272392364626284689e-05
3.440741300582885742e-01,2.105181664228439331e-01,1.180603027343750000e+00,1.666483694862108678e-05,3.206973196938633919e-03,3.193444339558482170e-03,0.000000000000000000e+00,1.549564898014068604e-01,1.699253971310099587e-06,1.289582723984494805e-05
2.756423056125640869e-01,1.554250866174697876e-01,9.832937121391296387e-01,1.230361340276431292e-05,2.967413514852523804e-03,2.958683995530009270e-03,0.000000000000000000e+00,2.188784182071685791e-01,1.699253971310099587e-06,1.793580304365605116e-05
2.618022263050079346e-01,1.498553454875946045e-01,8.676803112030029297e-01,1.186270674224942923e-05,2.881255699321627617e-03,2.878461033105850220e-03,0.000000000000000000e+00,2.517885565757751465e-01,1.699253971310099587e-06,2.053353637165855616e-05
2.727792859077453613e-01,1.674843579530715942e-01,8.130127787590026855e-01,1.325823814113391563e-05,2.958931028842926025e-03,2.959496574476361275e-03,0.000000000000000000e+00,2.399365156888961792e-01,1.699253971310099587e-06,1.959696055564563721e-05
2.844996154308319092e-01,1.853227019309997559e-01,7.907568812370300293e-01,1.467033962399000302e-05,3.046928206458687782e-03,3.049286548048257828e-03,0.000000000000000000e+00,2.010120749473571777e-01,1.699253971310099587e-06,1.652359060244634748e-05
2.881621420383453369e-01,1.939539313316345215e-01,7.839574217796325684e-01,1.535359479021281004e-05,3.045984311029314995e-03,3.050730796530842781e-03,0.000000000000000000e+00,1.581246554851531982e-01,1.699253971310099587e-06,1.314080964220920578e-05
2.844040989875793457e-01,1.926816254854202271e-01,7.858363389968872070e-01,1.525287916592787951e-05,2.990268403664231300e-03,2.995832124724984169e-03,0.000000000000000000e+00,1.313884109258651733e-01,1.699253971310099587e-06,1.103914109990000725e-05
2.769145965576171875e-01,1.843092441558837891e-01,7.941397428512573242e-01,1.459011309634661302e-05,2.977663883939385414e-03,2.983481623232364655e-03,0.000000000000000000e+00,1.319138407707214355e-01,1.699253971310099587e-06,1.109600816562306136e-05
2.674017846584320068e-01,1.713293492794036865e-01,8.065910935401916504e-01,1.356261145701864734e-05,2.950545866042375565e-03,2.957498654723167419e-03,0.000000000000000000e+00,1.541332006454467773e-01,1.699253971310099587e-06,1.286776387132704258e-05
2.541210651397705078e-01,1.545762270689010620e-01,8.195969462394714355e-01,1.223641720571322367e-05,2.826915355399250984e-03,2.837831852957606316e-03,0.000000000000000000e+00,1.758514046669006348e-01,1.699253971310099587e-06,1.459447958040982485e-05
2.362467348575592041e-01,1.354250162839889526e-01,8.311692476272583008e-01,1.072038685379084200e-05,2.655921736732125282e-03,2.667723456397652626e-03,0.000000000000000000e+00,1.770478487014770508e-01,1.699253971310099587e-06,1.468980281060794368e-05
