# total,frequency_equation,frequency_initial,physical_equation,physical_initial
7.625570678710937500e+01,7.842724025249481201e-02,7.547143697738647461e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.122623443603515625e+01,7.007527351379394531e-02,7.052547931671142578e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.357537841796875000e+01,7.025793939828872681e-02,7.287279963493347168e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.368181610107421875e+01,6.874933838844299316e-02,7.299432754516601562e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.459986877441406250e+01,6.226555630564689636e-02,7.397720813751220703e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.033203125000000000e+01,6.154413521289825439e-02,6.971659064292907715e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.368473815917968750e+01,5.859148874878883362e-02,7.309882640838623047e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.175780487060546875e+01,5.742003023624420166e-02,7.118359804153442383e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.957041931152343750e+01,5.241024866700172424e-02,6.904631853103637695e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.121038055419921875e+01,5.184844508767127991e-02,7.069189548492431641e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.985791015625000000e+01,4.830028861761093140e-02,6.937490701675415039e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.014376831054687500e+01,4.621506854891777039e-02,6.968162059783935547e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.727225494384765625e+01,4.490426555275917053e-02,6.682320833206176758e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.855171966552734375e+01,4.105422645807266235e-02,6.814117431640625000e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.854743194580078125e+01,3.947480395436286926e-02,6.815268993377685547e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.747019958496093750e+01,3.830287605524063110e-02,6.708717346191406250e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.756015777587890625e+01,3.697680681943893433e-02,6.719039082527160645e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.679003906250000000e+01,3.319193050265312195e-02,6.645812392234802246e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.525141906738281250e+01,3.179663792252540588e-02,6.493345499038696289e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.448914337158203125e+01,3.034697100520133972e-02,6.418567299842834473e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.594202423095703125e+01,2.787207998335361481e-02,6.566330790519714355e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.617623901367187500e+01,2.549801394343376160e-02,6.592125892639160156e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.513513183593750000e+01,2.408560924232006073e-02,6.489428281784057617e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.403530120849609375e+01,2.272856608033180237e-02,6.380801796913146973e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.315589904785156250e+01,2.115918695926666260e-02,6.294430494308471680e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.312506484985351562e+01,1.959661766886711121e-02,6.292909979820251465e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.092927169799804688e+01,1.849394664168357849e-02,6.074433326721191406e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.216978073120117188e+01,1.704050227999687195e-02,6.199937462806701660e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.047123336791992188e+01,1.584504917263984680e-02,6.031278371810913086e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.973061752319335938e+01,1.483602263033390045e-02,5.958225727081298828e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.051625442504882812e+01,1.370800100266933441e-02,6.037917137145996094e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.889522171020507812e+01,1.285491138696670532e-02,5.876667499542236328e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.917683410644531250e+01,1.199381425976753235e-02,5.905689597129821777e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.016920852661132812e+01,1.134140882641077042e-02,6.005579233169555664e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.594517517089843750e+01,1.098920218646526337e-02,5.583528280258178711e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.498658370971679688e+01,1.009643450379371643e-02,5.488561987876892090e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.523180770874023438e+01,9.377889335155487061e-03,5.513802766799926758e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.485871887207031250e+01,9.319802746176719666e-03,5.476552248001098633e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.509419250488281250e+01,8.809911087155342102e-03,5.500609278678894043e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.331172180175781250e+01,8.705521002411842346e-03,5.322466492652893066e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.102637481689453125e+01,8.524145931005477905e-03,5.094113349914550781e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.132149505615234375e+01,8.570206351578235626e-03,5.123579502105712891e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.141852188110351562e+01,9.005540050566196442e-03,5.132846832275390625e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.050605010986328125e+01,9.027173742651939392e-03,5.041577816009521484e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.789381408691406250e+01,9.652540087699890137e-03,4.779728651046752930e-01,0.000000000000000000e+00,0.000000000000000000e+00
