# total,u2_scaled,g_scaled,u2_mse,u2_mae,total_mae,u2_initial,u2_boundary,total_initial_mse,total_boundary_mse
2.143927574157714844e+00,1.960239052772521973e+00,1.701221585273742676e+00,1.129272204707376659e-04,7.508274633437395096e-03,7.621544413268566132e-03,0.000000000000000000e+00,1.356636285781860352e-01,1.702738927633618005e-06,7.810318493284285069e-06
2.101161241531372070e+00,1.919437289237976074e+00,1.664759993553161621e+00,1.105766714317724109e-04,7.446757052093744278e-03,7.561381906270980835e-03,0.000000000000000000e+00,1.524799764156341553e-01,1.702738927633618005e-06,8.780709322309121490e-06
2.059058427810668945e+00,1.879175662994384766e+00,1.628862380981445312e+00,1.082572416635230184e-04,7.386317010968923569e-03,7.502257358282804489e-03,0.000000000000000000e+00,1.699656248092651367e-01,1.702738927633618005e-06,9.789619070943444967e-06
2.014641761779785156e+00,1.836768150329589844e+00,1.591188430786132812e+00,1.058141933754086494e-04,7.321891840547323227e-03,7.439152337610721588e-03,0.000000000000000000e+00,1.875476092100143433e-01,1.702738927633618005e-06,1.080398487829370424e-05
1.964695692062377930e+00,1.789341449737548828e+00,1.549257040023803711e+00,1.030819912557490170e-04,7.247776258736848831e-03,7.366396952420473099e-03,0.000000000000000000e+00,2.042852640151977539e-01,1.702738927633618005e-06,1.176954356196802109e-05
1.905210137367248535e+00,1.733334660530090332e+00,1.500032067298889160e+00,9.985550423152744770e-05,7.156588137149810791e-03,7.276629563421010971e-03,0.000000000000000000e+00,2.187230587005615234e-01,1.702738927633618005e-06,1.260232693311991170e-05
1.831143021583557129e+00,1.664298772811889648e+00,1.439788699150085449e+00,9.587842941982671618e-05,7.038596086204051971e-03,7.160162087529897690e-03,0.000000000000000000e+00,2.286545187234878540e-01,1.702738927633618005e-06,1.317505848419386894e-05
1.735898375511169434e+00,1.576458692550659180e+00,1.363824725151062012e+00,9.081804455490782857e-05,6.880030035972595215e-03,7.003271020948886871e-03,0.000000000000000000e+00,2.305722683668136597e-01,1.702738927633618005e-06,1.328539838141296059e-05
1.610950469970703125e+00,1.462399244308471680e+00,1.266369700431823730e+00,8.424720726907253265e-05,6.660883314907550812e-03,6.786052137613296509e-03,0.000000000000000000e+00,2.191419899463653564e-01,1.702738927633618005e-06,1.262555633729789406e-05
1.446287512779235840e+00,1.313424944877624512e+00,1.141260981559753418e+00,7.566496788058429956e-05,6.352509837597608566e-03,6.479928735643625259e-03,0.000000000000000000e+00,1.873644739389419556e-01,1.702738927633618005e-06,1.079147295968141407e-05
1.232013821601867676e+00,1.120667099952697754e+00,9.836822152137756348e-01,6.456040136981755495e-05,5.913668777793645859e-03,6.043747533112764359e-03,0.000000000000000000e+00,1.297849863767623901e-01,1.702738927633618005e-06,7.467455816367873922e-06
9.622738957405090332e-01,8.772372007369995117e-01,7.939106225967407227e-01,5.053667337051592767e-05,5.280229263007640839e-03,5.413470324128866196e-03,0.000000000000000000e+00,5.645617842674255371e-02,1.702738927633618005e-06,3.230011770938290283e-06
6.497308015823364258e-01,5.863153934478759766e-01,5.887913703918457031e-01,3.377698521944694221e-05,4.383035004138946533e-03,4.519783426076173782e-03,0.000000000000000000e+00,4.536291956901550293e-02,1.702738927633618005e-06,2.567679757703444920e-06
3.563646972179412842e-01,2.849705815315246582e-01,4.292339682579040527e-01,1.641684320929925889e-05,3.184556262567639351e-03,3.325374331325292587e-03,0.000000000000000000e+00,2.847073078155517578e-01,1.702738927633618005e-06,1.632374551263637841e-05
1.943844854831695557e-01,8.904519677162170410e-02,4.444398880004882812e-01,5.129795681568793952e-06,1.818671356886625290e-03,1.964451977983117104e-03,0.000000000000000000e+00,6.089528799057006836e-01,1.702738927633618005e-06,3.498207661323249340e-05
3.059428930282592773e-01,1.752897351980209351e-01,7.742579579353332520e-01,1.009824973152717575e-05,2.024929504841566086e-03,2.176494803279638290e-03,0.000000000000000000e+00,5.322736501693725586e-01,1.702738927633618005e-06,3.056960122194141150e-05
4.084030687808990479e-01,2.951798737049102783e-01,9.557789564132690430e-01,1.700498978607356548e-05,2.647723304107785225e-03,2.804916817694902420e-03,0.000000000000000000e+00,1.764529645442962646e-01,1.702738927633618005e-06,1.009822335618082434e-05
3.162159919738769531e-01,2.325612008571624756e-01,8.023673295974731445e-01,1.339759546681307256e-05,2.614420605823397636e-03,2.777259331196546555e-03,0.000000000000000000e+00,3.418054431676864624e-02,1.702738927633618005e-06,1.929609425133094192e-06
2.027476727962493896e-01,1.382539719343185425e-01,5.762836933135986328e-01,7.964659744175150990e-06,2.318713348358869553e-03,2.484737429767847061e-03,0.000000000000000000e+00,6.865324079990386963e-02,1.702738927633618005e-06,3.933736024919198826e-06
1.536948829889297485e-01,9.904605895280838013e-02,4.211977720260620117e-01,5.705934199795592576e-06,2.100693760439753532e-03,2.266166731715202332e-03,0.000000000000000000e+00,1.252904087305068970e-01,1.702738927633618005e-06,7.205491783679462969e-06
1.566361039876937866e-01,1.073847860097885132e-01,3.478010296821594238e-01,6.186318842082982883e-06,2.136255847290158272e-03,2.299409592524170876e-03,0.000000000000000000e+00,1.447122246026992798e-01,1.702738927633618005e-06,8.326709576067514718e-06
1.750115901231765747e-01,1.301498115062713623e-01,3.213005959987640381e-01,7.497787919419351965e-06,2.324257045984268188e-03,2.484462223947048187e-03,0.000000000000000000e+00,1.273171901702880859e-01,1.702738927633618005e-06,7.322564670175779611e-06
1.863736808300018311e-01,1.460084617137908936e-01,3.131631910800933838e-01,8.411387170781381428e-06,2.379606943577528000e-03,2.536701271310448647e-03,0.000000000000000000e+00,9.048898518085479736e-02,1.702738927633618005e-06,5.195959602133370936e-06
1.845140159130096436e-01,1.482130736112594604e-01,3.101639151573181152e-01,8.538391739421058446e-06,2.287240931764245033e-03,2.441090298816561699e-03,0.000000000000000000e+00,5.284554883837699890e-02,1.702738927633618005e-06,3.020407802978297696e-06
1.720145195722579956e-01,1.381077319383621216e-01,3.091934919357299805e-01,7.956235094752628356e-06,2.127400599420070648e-03,2.276902319863438606e-03,0.000000000000000000e+00,2.987444587051868439e-02,1.702738927633618005e-06,1.688921884124283679e-06
1.546666771173477173e-01,1.204117387533187866e-01,3.117351830005645752e-01,6.936787940503563732e-06,2.011836972087621689e-03,2.155750989913940430e-03,0.000000000000000000e+00,3.081420063972473145e-02,1.702738927633618005e-06,1.734678562570479698e-06
1.374844759702682495e-01,1.001887992024421692e-01,3.199326395988464355e-01,5.771766154794022441e-06,1.890622661449015141e-03,2.028979361057281494e-03,0.000000000000000000e+00,5.302416533231735229e-02,1.702738927633618005e-06,3.006874521815916523e-06
1.226961463689804077e-01,8.133907616138458252e-02,3.343425691127777100e-01,4.685854946728795767e-06,1.724605914205312729e-03,1.858252100646495819e-03,0.000000000000000000e+00,7.922814041376113892e-02,1.702738927633618005e-06,4.511809493124019355e-06
1.108825504779815674e-01,6.663803756237030029e-02,3.540544509887695312e-01,3.838943939626915380e-06,1.575443660840392113e-03,1.705928356386721134e-03,0.000000000000000000e+00,8.839072287082672119e-02,1.702738927633618005e-06,5.038741619500797242e-06
1.035090088844299316e-01,5.836778134107589722e-02,3.774693906307220459e-01,3.362503548487438820e-06,1.481876242905855179e-03,1.611781073734164238e-03,0.000000000000000000e+00,7.394280284643173218e-02,1.702738927633618005e-06,4.209251983411377296e-06
1.017030254006385803e-01,5.691618472337722778e-02,4.004215896129608154e-01,3.278878693890874274e-06,1.424128655344247818e-03,1.556136179715394974e-03,0.000000000000000000e+00,4.744686558842658997e-02,1.702738927633618005e-06,2.688528184080496430e-06
1.029028967022895813e-01,5.877811834216117859e-02,4.148809313774108887e-01,3.386142680028569885e-06,1.376027124933898449e-03,1.512498944066464901e-03,0.000000000000000000e+00,2.636687271296977997e-02,1.702738927633618005e-06,1.481240133216488175e-06
1.022523939609527588e-01,5.882629007101058960e-02,4.135570824146270752e-01,3.388917775737354532e-06,1.324130105786025524e-03,1.466774847358465195e-03,0.000000000000000000e+00,2.070400118827819824e-02,1.702738927633618005e-06,1.162176317848206963e-06
9.758669883012771606e-02,5.503784120082855225e-02,3.960356116294860840e-01,3.170669288010685705e-06,1.278227660804986954e-03,1.427767681889235973e-03,0.000000000000000000e+00,2.945294603705406189e-02,1.702738927633618005e-06,1.672404096098034643e-06
9.085280448198318481e-02,4.947148263454437256e-02,3.685720860958099365e-01,2.849997827070183121e-06,1.257601310499012470e-03,1.413741381838917732e-03,0.000000000000000000e+00,4.524111002683639526e-02,1.702738927633618005e-06,2.586671826065867208e-06
8.545895665884017944e-02,4.547146707773208618e-02,3.395178914070129395e-01,2.619561428218730725e-06,1.263387966901063919e-03,1.424519461579620838e-03,0.000000000000000000e+00,6.035703048110008240e-02,1.702738927633618005e-06,3.460590505710570142e-06
8.319408446550369263e-02,4.474520683288574219e-02,3.146066963672637939e-01,2.577722170826746151e-06,1.291424385271966457e-03,1.454353099688887596e-03,0.000000000000000000e+00,6.988207995891571045e-02,1.702738927633618005e-06,4.010901193396421149e-06
8.362017571926116943e-02,4.681069776415824890e-02,2.960472404956817627e-01,2.696712726901751012e-06,1.329398131929337978e-03,1.492756186053156853e-03,0.000000000000000000e+00,7.204753160476684570e-02,1.702738927633618005e-06,4.135900326218688861e-06
8.497631549835205078e-02,4.990778490900993347e-02,2.834079563617706299e-01,2.875132622648379765e-06,1.361354137770831585e-03,1.524661318399012089e-03,0.000000000000000000e+00,6.727728992700576782e-02,1.702738927633618005e-06,3.860199285554699600e-06
8.545342832803726196e-02,5.217648670077323914e-02,2.753766477108001709e-01,3.005829967150930315e-06,1.372739789076149464e-03,1.535808667540550232e-03,0.000000000000000000e+00,5.739276111125946045e-02,1.702738927633618005e-06,3.288907009846298024e-06
8.404593169689178467e-02,5.248914659023284912e-02,2.705827057361602783e-01,3.023842054972192273e-06,1.352891325950622559e-03,1.515605137683451176e-03,0.000000000000000000e+00,4.498510807752609253e-02,1.702738927633618005e-06,2.571462573541793972e-06
8.068975806236267090e-02,5.056153237819671631e-02,2.683566808700561523e-01,2.912794343501445837e-06,1.298828166909515858e-03,1.461130683310329914e-03,0.000000000000000000e+00,3.292561322450637817e-02,1.702738927633618005e-06,1.873447899924940430e-06
7.617332041263580322e-02,4.692120477557182312e-02,2.685764431953430176e-01,2.703079189814161509e-06,1.229994464665651321e-03,1.391380908899009228e-03,0.000000000000000000e+00,2.394470199942588806e-02,1.702738927633618005e-06,1.352362460238509811e-06
7.179534435272216797e-02,4.266055300831794739e-02,2.713546752929687500e-01,2.457627260810113512e-06,1.168682007119059563e-03,1.328683458268642426e-03,0.000000000000000000e+00,1.999329030513763428e-02,1.702738927633618005e-06,1.120834895118605345e-06
6.874131411314010620e-02,3.888914734125137329e-02,2.768377959728240967e-01,2.240361254735034890e-06,1.124231028370559216e-03,1.282523735426366329e-03,0.000000000000000000e+00,2.168387547135353088e-02,1.702738927633618005e-06,1.214454641740303487e-06
6.772991269826889038e-02,3.649603947997093201e-02,2.845304012298583984e-01,2.102496637235162780e-06,1.100374502129852772e-03,1.256760908290743828e-03,0.000000000000000000e+00,2.780829183757305145e-02,1.702738927633618005e-06,1.563965724926674739e-06
6.857513636350631714e-02,3.570028766989707947e-02,2.931974530220031738e-01,2.056654693660675548e-06,1.093873172067105770e-03,1.248203800059854984e-03,0.000000000000000000e+00,3.555101901292800903e-02,1.702738927633618005e-06,2.007503553613787517e-06
7.027827948331832886e-02,3.602969646453857422e-02,3.009932637214660645e-01,2.075631073239492252e-06,1.096249092370271683e-03,1.248922315426170826e-03,0.000000000000000000e+00,4.149255156517028809e-02,1.702738927633618005e-06,2.348342377445078455e-06
7.150479406118392944e-02,3.660666570067405701e-02,3.058106303215026855e-01,2.108869693984161131e-06,1.098262378945946693e-03,1.249761786311864853e-03,0.000000000000000000e+00,4.317070543766021729e-02,1.702738927633618005e-06,2.444762685627210885e-06
7.131068408489227295e-02,3.666255995631217957e-02,3.063362240791320801e-01,2.112089759975788184e-06,1.094448380172252655e-03,1.245123567059636116e-03,0.000000000000000000e+00,4.014500975608825684e-02,1.702738927633618005e-06,2.271335233672289178e-06
6.957995891571044922e-02,3.594849631190299988e-02,3.023391366004943848e-01,2.070953314614598639e-06,1.084185671061277390e-03,1.234533265233039856e-03,0.000000000000000000e+00,3.397548943758010864e-02,1.702738927633618005e-06,1.917715280796983279e-06
6.700758635997772217e-02,3.480735793709754944e-02,2.949298620223999023e-01,2.005213673328398727e-06,1.070681842975318432e-03,1.221239101141691208e-03,0.000000000000000000e+00,2.707243897020816803e-02,1.702738927633618005e-06,1.522463207948021591e-06
6.456162035465240479e-02,3.382962569594383240e-02,2.857560515403747559e-01,1.948887756952899508e-06,1.059398055076599121e-03,1.210487447679042816e-03,0.000000000000000000e+00,2.156391181051731110e-02,1.702738927633618005e-06,1.207843297379440628e-06
6.297797709703445435e-02,3.347062692046165466e-02,2.765363156795501709e-01,1.928206074808258563e-06,1.054852851666510105e-03,1.206665067002177238e-03,0.000000000000000000e+00,1.853721216320991516e-02,1.702738927633618005e-06,1.036202547766151838e-06
6.245242059230804443e-02,3.381218016147613525e-02,2.684103548526763916e-01,1.947882537933764979e-06,1.058239839039742947e-03,1.210861955769360065e-03,0.000000000000000000e+00,1.799205318093299866e-02,1.702738927633618005e-06,1.007300852506887168e-06
6.270466744899749756e-02,3.458802774548530579e-02,2.619601488113403320e-01,1.992578518184018321e-06,1.067044096998870373e-03,1.220496837049722672e-03,0.000000000000000000e+00,1.920624822378158569e-02,1.702738927633618005e-06,1.079370349543751217e-06
6.321709603071212769e-02,3.536703065037727356e-02,2.573219835758209229e-01,2.037455487879924476e-06,1.076276530511677265e-03,1.230502151884138584e-03,0.000000000000000000e+00,2.117867954075336456e-02,1.702738927633618005e-06,1.194645733448851388e-06
6.351281702518463135e-02,3.578036278486251831e-02,2.543360888957977295e-01,2.061267423414392397e-06,1.081108115613460541e-03,1.236080192029476166e-03,0.000000000000000000e+00,2.298848703503608704e-02,1.702738927633618005e-06,1.300029566664306913e-06
6.332493573427200317e-02,3.564270213246345520e-02,2.528032064437866211e-01,2.053336856988607906e-06,1.078723464161157608e-03,1.234390656463801861e-03,0.000000000000000000e+00,2.401908114552497864e-02,1.702738927633618005e-06,1.360000510430836584e-06
