# total,u2_scaled,g_scaled,u2_mse,u2_mae,total_mae,u2_initial,u2_boundary,total_initial_mse,total_boundary_mse
1.681046009063720703e+00,1.492320895195007324e+00,1.334177851676940918e+00,1.318542808294296265e-01,2.914884090423583984e-01,2.911511063575744629e-01,0.000000000000000000e+00,5.530737638473510742e-01,2.072241477435454726e-04,4.941658675670623779e-02
1.639245390892028809e+00,1.450681567192077637e+00,1.297656536102294922e+00,1.281752437353134155e-01,2.874472737312316895e-01,2.871173322200775146e-01,0.000000000000000000e+00,5.879818797111511230e-01,2.072241477435454726e-04,5.252625793218612671e-02
1.598224282264709473e+00,1.409768581390380859e+00,1.261865973472595215e+00,1.245603710412979126e-01,2.834381759166717529e-01,2.831147313117980957e-01,0.000000000000000000e+00,6.226913928985595703e-01,2.072241477435454726e-04,5.561730265617370605e-02
1.555794715881347656e+00,1.367614865303039551e+00,1.225065469741821289e+00,1.208358779549598694e-01,2.792644202709197998e-01,2.789481878280639648e-01,0.000000000000000000e+00,6.567333340644836426e-01,2.072241477435454726e-04,5.864815413951873779e-02
1.509804248809814453e+00,1.322301387786865234e+00,1.185577988624572754e+00,1.168321892619132996e-01,2.747205793857574463e-01,2.744112610816955566e-01,0.000000000000000000e+00,6.894500255584716797e-01,2.072241477435454726e-04,6.156041100621223450e-02
1.457491397857666016e+00,1.271403670310974121e+00,1.141314268112182617e+00,1.123351156711578369e-01,2.695393264293670654e-01,2.692373096942901611e-01,0.000000000000000000e+00,7.195626497268676758e-01,2.072241477435454726e-04,6.424047052860260010e-02
1.395259499549865723e+00,1.211823940277099609e+00,1.089651823043823242e+00,1.070709303021430969e-01,2.633516788482666016e-01,2.630583643913269043e-01,0.000000000000000000e+00,7.447045445442199707e-01,2.072241477435454726e-04,6.647798418998718262e-02
1.318502783775329590e+00,1.139688491821289062e+00,1.027390241622924805e+00,1.006973907351493835e-01,2.556602060794830322e-01,2.553771138191223145e-01,0.000000000000000000e+00,7.607535123825073242e-01,2.072241477435454726e-04,6.790652126073837280e-02
1.221503973007202148e+00,1.050337433815002441e+00,9.508336782455444336e-01,9.280275553464889526e-02,2.457934319972991943e-01,2.455215901136398315e-01,0.000000000000000000e+00,7.608323097229003906e-01,2.072241477435454726e-04,6.791459023952484131e-02
1.097757935523986816e+00,9.387009143829345703e-01,8.562937974929809570e-01,8.293908834457397461e-02,2.328601032495498657e-01,2.326051145792007446e-01,0.000000000000000000e+00,7.342763543128967285e-01,2.072241477435454726e-04,6.555345654487609863e-02
9.409240484237670898e-01,8.002716898918151855e-01,7.412838339805603027e-01,7.070816308259963989e-02,2.157395482063293457e-01,2.155091315507888794e-01,0.000000000000000000e+00,6.652399301528930664e-01,2.072241477435454726e-04,5.941183865070343018e-02
7.475590109825134277e-01,6.334072947502136230e-01,6.071618795394897461e-01,5.596482381224632263e-02,1.932023316621780396e-01,1.930152922868728638e-01,0.000000000000000000e+00,5.343552231788635254e-01,2.072241477435454726e-04,4.775890335440635681e-02
5.232684016227722168e-01,4.436590373516082764e-01,4.642587006092071533e-01,3.919957950711250305e-02,1.638240367174148560e-01,1.636860966682434082e-01,0.000000000000000000e+00,3.318349421024322510e-01,2.072241477435454726e-04,2.969396486878395081e-02
3.003833591938018799e-01,2.536978423595428467e-01,3.435862660408020020e-01,2.241552062332630157e-02,1.264627575874328613e-01,1.264200806617736816e-01,0.000000000000000000e+00,1.232689023017883301e-01,2.072241477435454726e-04,1.094675529748201370e-02
1.867280900478363037e-01,1.284847110509872437e-01,3.240691125392913818e-01,1.135228946805000305e-02,9.081444144248962402e-02,9.089691936969757080e-02,0.000000000000000000e+00,2.583646178245544434e-01,2.072241477435454726e-04,2.234443277120590210e-02
2.902747392654418945e-01,1.796590536832809448e-01,5.132888555526733398e-01,1.587381027638912201e-02,9.885204583406448364e-02,9.928715974092483521e-02,0.000000000000000000e+00,5.928679704666137695e-01,2.072241477435454726e-04,5.160133540630340576e-02
